School,Name,Review,Quality,Difficulty,gender,male_words,female_words,number of words,female words normalized
University of Toronto - St. George Campus,Dan Dolderman,"Prof. Dolderman is great. He's nice, hilarious, popular and fun to talk to after class. His lectures are so interesting. Make sure not just understand concepts but know how to apply them because tests are not really easy. Read textbook before class and take notes during lectures. Overall, psy100 is the best course I've ever taken! Enjoy!!!",5.0,4.0,0,4,0,57,0.0
University of Toronto - St. George Campus,Dan Dolderman,"Fantastic prof,  he is unlike any other prof, however, I am afraid I will be unable to pursue a psychology degree because one of his tests was extremely hard. He added 24% (12 questions worth)to the test. The average for the class was a C+. He was such an awesome prof, def recommend his class, but do not take it as an average booster.",4.0,4.0,0,5,6,64,0.09375
University of Toronto - St. George Campus,Dan Dolderman,"Ah, Dolderman. What an adventure. First and foremost: he *is* a good prof. His lectures are great, and they/the book adequately prepare you for midterms I'd say. Honestly no complains about this. But, certain parts- mostly administrative- weren't fun. He obviously needed help. Assignment feedback was sparse, and marks nowhere to be seen *still*.",5.0,3.0,0,1,1,54,0.018518518518518517
University of Toronto - St. George Campus,Dan Dolderman,"Amazing prof, makes lectures very interesting and engaging. He clearly loves psychology and that is evident in his lectures. Disappointed in the the assessments for this course, tests were challenging and I felt like I couldn't share my understanding of the course",5.0,5.0,0,3,4,42,0.09523809523809523
University of Toronto - St. George Campus,Dan Dolderman,"His lectures built on the textbook material more than explain it. Most of the test is from the textbook, but he directly questions some his stories from the lectures. A lot of readings and tests were pretty hard. The lectures were nice and entertaining though.",5.0,5.0,0,2,3,45,0.06666666666666667
University of Toronto - St. George Campus,Martin Wall,Professor Wall is Wonderful!,5.0,1.0,0,0,0,4,0.0
University of Toronto - St. George Campus,Martin Wall,"Marty Wall is really knowledgeable and explains difficult concepts well. Tests could seem intimidating at first, but all the questions are actually fair and are based on material from the textbook. The prof/TAs are approachable after class, but not so much during the online tutorial sessions. You should do really well if you have a good memory.",3.5,4.0,0,1,2,57,0.03508771929824561
University of Toronto - St. George Campus,Martin Wall,Amazing Professor.  Very engaging.,5.0,3.0,0,1,1,4,0.25
University of Toronto - St. George Campus,Martin Wall,Martin (Marty) Wall is an amazing professor.,3.0,3.0,0,1,1,7,0.14285714285714285
University of Toronto - St. George Campus,Martin Wall,hottie,4.0,2.0,0,0,0,1,0.0
University of Toronto - St. George Campus,Martin Wall,"Terrible course. Even if you were a good student in High School, U of T Arts and Science will crush you. It's VERY Competitive here. Avoid U of T Arts and Science under all circumstances. This prof's Psych exams were soooo hard!!!! Especially the writing part.",2.5,5.0,0,1,0,46,0.0
University of Toronto - St. George Campus,Martin Wall,My favourite Prof of my entire degree.,5.0,3.0,0,0,0,7,0.0
University of Toronto - St. George Campus,Martin Wall,"He's a great teacher, very clear, and able to keep a class in con hall interesting, which isn't easy. The tests are fair, not hard. Some people simply confuse psychology and sociology coming out of high school and think you have to know nothing about the brain! He sends you a nice letter if you're doing well.",4.5,3.0,0,3,1,57,0.017543859649122806
University of Toronto - St. George Campus,Martin Wall,nice guy but hard,1.5,5.0,0,1,2,4,0.5
University of Toronto - St. George Campus,Martin Wall,"Pretty good prof.  He was hard, but if you knew the material you'd get a good mark.",3.0,4.0,0,0,1,17,0.058823529411764705
University of Toronto - St. George Campus,Martin Wall,He made you hate psychology.,2.0,5.0,0,0,0,5,0.0
University of Toronto - St. George Campus,Martin Wall,Dont take that course. Just don't. It's only Psych. Its not worth going through the trouble. Reallly tough and you need to know how to write big answers. His multiple choice were tricky but still doable.,3.5,5.0,0,3,1,36,0.027777777777777776
University of Toronto - St. George Campus,Martin Wall,Very interesting material and he is so funny and entertaining to watch some days. But he was very very tough on the exams.,3.0,4.0,0,3,2,23,0.08695652173913043
University of Toronto - St. George Campus,Martin Wall,"Incredible lecturer. Makes the hours fly by, and then he's available to chat and answer questions  afterwards. My favorite prof at U of T so far.",5.0,3.0,0,2,2,26,0.07692307692307693
University of Toronto - St. George Campus,Martin Wall,Amazing Prof.,5.0,5.0,0,1,1,2,0.5
University of Toronto - St. George Campus,Martin Wall,No Comments,3.0,4.0,0,0,0,2,0.0
University of Toronto - St. George Campus,Martin Wall,The best Prof ever!,5.0,4.0,0,0,0,4,0.0
University of Toronto - St. George Campus,Martin Wall,"He's so vague! Really bad prof, wastes a lot of time.",1.0,4.0,0,1,0,11,0.0
University of Toronto - St. George Campus,Martin Wall,PSY100 was my favorite course in first year. Professor Wall did an amazing job expanding on the textbook material and making the concepts interesting and applicable to everyday life. He and this course inspired me to go on further in psychology. Best prof I've had so far!!,5.0,2.0,0,2,4,47,0.0851063829787234
University of Toronto - St. George Campus,Martin Wall,"Wall is great. He is very interested and enthusiastic about the material. Lectures were always enjoyable, however, almost the entire test covered material from the textbook. You are expected to memorize the text quite a bit.",3.0,3.0,0,0,1,36,0.027777777777777776
University of Toronto at Scarborough,Konstantine Zakzanis,"Dr. Zakzanis is the epitome of what a UofT professor should be: inspiring, persuasive, entertaining, passionate, always couches opinion in terms of evidence based research literature, dedicated to ensuring student understanding of complex course topics. I hung on to every word even though the lectures were 3 hours in duration.",5.0,3.0,0,1,0,50,0.0
University of Toronto at Scarborough,Konstantine Zakzanis,"Zakzanis is one of my absolute favorite profsl! Even if a course's content is more challenging to learn and internalize, I always look forward to attending his classes because of how engaging and entertaining he is. The anecdotes he uses with his dog are memorable too. As a prof he is approachable, clearly understandable, and supportive. A for him.",5.0,3.0,0,4,3,59,0.05084745762711865
University of Toronto at Scarborough,Konstantine Zakzanis,Gives us an idea of how things work in the real world and gives us confidence,5.0,3.0,0,0,1,16,0.0625
University of Toronto at Scarborough,Konstantine Zakzanis,Amazing teacher :) Loved his course!! Would def take more courses with him.,5.0,3.0,0,1,2,13,0.15384615384615385
University of Toronto at Scarborough,Konstantine Zakzanis,"Honestly he is one of my favourite professors as he is inspirational and an amazing lecturer. His exams are mostly based on lectures but skimming the textbook is also helpful as both are fair game. I would say go to lectures in person (if the option is available). All in all, amazing prof and fair exams. PS- the TAs can be a little tough on grading",5.0,3.0,0,3,6,66,0.09090909090909091
